ID_Pedido;Unidades;Precio Unitario;Total Venta;Línea de Producto;Código de Producto;País;Territorio
8;43;96,84;4164,12;Trucks and Buses;S18_1097;Australia;APAC
1;24;100;2800,08;Trucks and Buses;S18_1097;Italy;EMEA
10;41;100;4687,94;Trucks and Buses;S18_1097;Sweden;EMEA
5;46;98;4508;Trucks and Buses;S18_1097;France;EMEA
2;32;100;4181,44;Trucks and Buses;S18_1097;USA;NA
10;22;100;2251,04;Trucks and Buses;S18_1097;USA;NA
7;29;40,25;1167,25;Trucks and Buses;S18_1097;USA;NA
5;42;49,6;2083,2;Trucks and Buses;S18_1097;Australia;APAC
1;39;98;3822;Trucks and Buses;S18_1097;USA;NA
1;27;100;3911,49;Trucks and Buses;S18_1097;Australia;APAC
2;48;98;4704;Trucks and Buses;S18_1097;USA;NA
10;58;85,1;4935,8;Trucks and Buses;S18_1097;Australia;APAC
8;54;100;6426;Trucks and Buses;S18_1097;Canada;NA
5;54;100;7182;Trucks and Buses;S18_1097;Spain;EMEA
4;26;100;4379,18;Classic Cars;S18_1129;USA;NA
2;34;100;5004,8;Classic Cars;S18_1129;France;EMEA
2;25;100;3644,75;Classic Cars;S18_1129;France;EMEA
13;23;100;2702,04;Classic Cars;S18_1129;Australia;APAC
12;28;100;3764,88;Classic Cars;S18_1129;Denmark;EMEA
2;35;100;4508;Classic Cars;S18_1129;Canada;NA
6;44;100;5418,16;Classic Cars;S18_1129;Norway;EMEA
11;22;100;3300,66;Classic Cars;S18_1129;USA;NA
17;42;100;6182,4;Classic Cars;S18_1129;USA;NA
10;29;100;4186,73;Classic Cars;S18_1129;Spain;EMEA
1;32;100;4529,28;Classic Cars;S18_1129;Switzerland;EMEA
3;41;100;5628,89;Classic Cars;S18_1129;Japan;Japan
5;26;100;3054,48;Classic Cars;S18_1129;UK;EMEA
6;21;100;2526,51;Classic Cars;S18_1129;Italy;EMEA
6;34;100;4667,86;Classic Cars;S18_1129;USA;NA
4;41;100;6499,32;Classic Cars;S18_1129;Switzerland;EMEA
8;37;100;5917,78;Classic Cars;S18_1129;Norway;EMEA
2;37;100;6231,91;Classic Cars;S18_1129;Germany;EMEA
10;41;100;5803,14;Classic Cars;S18_1129;USA;NA
6;46;100;6434,02;Classic Cars;S18_1129;USA;NA
2;40;100;6454,4;Classic Cars;S18_1129;Australia;APAC
8;43;97,6;4196,8;Classic Cars;S18_1129;France;EMEA
1;60;87,06;5223,6;Classic Cars;S18_1129;USA;NA
2;70;100;11790,1;Classic Cars;S18_1129;Finland;EMEA
14;72;93,77;6751,44;Classic Cars;S18_1129;USA;NA
3;61;100;8374,69;Classic Cars;S18_1129;Denmark;EMEA
5;38;100;4464,24;Classic Cars;S18_1129;Austria;EMEA
2;39;100;4808,31;Vintage Cars;S18_1342;USA;NA
6;33;99,66;3288,78;Vintage Cars;S18_1342;USA;NA
1;32;100;3254,72;Vintage Cars;S18_1342;Australia;APAC
7;31;100;3184,94;Vintage Cars;S18_1342;Australia;APAC
4;50;100;5907,5;Vintage Cars;S18_1342;USA;NA
2;48;91,44;4389,12;Vintage Cars;S18_1342;USA;NA
6;43;100;5036,16;Vintage Cars;S18_1342;Italy;EMEA
3;25;87,33;2183,25;Vintage Cars;S18_1342;USA;NA
7;28;100;3106,88;Vintage Cars;S18_1342;Australia;APAC
2;36;100;3735,72;Vintage Cars;S18_1342;Spain;EMEA
10;27;89,38;2413,26;Vintage Cars;S18_1342;USA;NA
3;25;100;2953,75;Vintage Cars;S18_1342;France;EMEA
7;40;100;4684,8;Vintage Cars;S18_1342;Spain;EMEA
2;34;95,55;3248,7;Vintage Cars;S18_1342;Denmark;EMEA
9;50;100;5239,5;Vintage Cars;S18_1342;Italy;EMEA
2;38;100;4567,98;Vintage Cars;S18_1342;Norway;EMEA
13;37;95,55;3535,35;Vintage Cars;S18_1342;France;EMEA
10;43;89,38;3843,34;Vintage Cars;S18_1342;USA;NA
14;43;86,3;3710,9;Vintage Cars;S18_1342;USA;NA
15;46;95,13;4375,98;Vintage Cars;S18_1342;UK;EMEA
3;42;36,11;1516,62;Vintage Cars;S18_1342;USA;NA
9;50;50,18;2509;Vintage Cars;S18_1342;France;EMEA
8;44;100;9240,44;Vintage Cars;S18_1342;USA;NA
13;27;93,16;2515,32;Vintage Cars;S18_1342;Spain;EMEA
2;70;100;11097,8;Vintage Cars;S18_1342;Australia;APAC
2;51;95,55;4873,05;Vintage Cars;S18_1342;USA;NA
1;41;50,14;2055,74;Vintage Cars;S18_1367;USA;NA
5;48;49,06;2354,88;Vintage Cars;S18_1367;USA;NA
17;42;54,99;2309,58;Vintage Cars;S18_1367;Spain;EMEA
6;49;43,13;2113,37;Vintage Cars;S18_1367;Australia;APAC
3;30;58,22;1746,6;Vintage Cars;S18_1367;USA;NA
1;45;51,21;2304,45;Vintage Cars;S18_1367;USA;NA
5;48;44,21;2122,08;Vintage Cars;S18_1367;Italy;EMEA
2;32;54,45;1742,4;Vintage Cars;S18_1367;USA;NA
6;46;53,37;2455,02;Vintage Cars;S18_1367;Australia;APAC
1;48;63,61;3053,28;Vintage Cars;S18_1367;Spain;EMEA
9;33;43,13;1423,29;Vintage Cars;S18_1367;USA;NA
2;31;48,52;1504,12;Vintage Cars;S18_1367;France;EMEA
6;20;58,22;1164,4;Vintage Cars;S18_1367;Spain;EMEA
1;29;51,75;1500,75;Vintage Cars;S18_1367;Denmark;EMEA
8;27;57,68;1557,36;Vintage Cars;S18_1367;Italy;EMEA
1;24;56,07;1345,68;Vintage Cars;S18_1367;Norway;EMEA
12;37;48,52;1795,24;Vintage Cars;S18_1367;France;EMEA
9;25;44,21;1105,25;Vintage Cars;S18_1367;USA;NA
5;41;57,68;2364,88;Vintage Cars;S18_1367;USA;NA
16;27;89,89;2427,03;Vintage Cars;S18_1367;UK;EMEA
7;21;58,95;1237,95;Vintage Cars;S18_1367;Australia;APAC
6;22;72,41;1593,02;Vintage Cars;S18_1367;France;EMEA
7;32;98,63;3156,16;Vintage Cars;S18_1367;USA;NA
9;25;52,83;1320,75;Vintage Cars;S18_1367;USA;NA
3;84;100;9996;Vintage Cars;S18_1367;Australia;APAC
1;25;51,75;1293,75;Vintage Cars;S18_1367;USA;NA
16;37;100;5433,08;Classic Cars;S18_1589;UK;EMEA
2;26;100;3073,72;Classic Cars;S18_1589;France;EMEA
2;44;99,55;4380,2;Classic Cars;S18_1589;France;EMEA
9;47;100;5848,68;Classic Cars;S18_1589;Australia;APAC
8;43;100;6153,73;Classic Cars;S18_1589;Denmark;EMEA
6;42;100;4965,24;Classic Cars;S18_1589;USA;NA
2;42;100;5435,64;Classic Cars;S18_1589;Norway;EMEA
7;29;100;4258,36;Classic Cars;S18_1589;USA;NA
13;40;100;4032;Classic Cars;S18_1589;USA;NA
6;38;100;4492,36;Classic Cars;S18_1589;Spain;EMEA
4;38;100;4161,38;Classic Cars;S18_1589;USA;NA
11;21;100;2508,66;Classic Cars;S18_1589;France;EMEA
1;24;100;3374,88;Classic Cars;S18_1589;UK;EMEA
2;36;100;5196,6;Classic Cars;S18_1589;Italy;EMEA
2;23;100;2604,52;Classic Cars;S18_1589;USA;NA
14;20;100;2936,8;Classic Cars;S18_1589;Singapore;APAC
4;32;100;3424,64;Classic Cars;S18_1589;Norway;EMEA
9;29;100;2923,2;Classic Cars;S18_1589;Spain;EMEA
6;44;100;4489,76;Classic Cars;S18_1589;USA;NA
14;44;100;4849,24;Classic Cars;S18_1589;USA;NA
4;36;100;5848,92;Classic Cars;S18_1589;France;EMEA
1;98;56,3;5517,4;Classic Cars;S18_1589;USA;NA
5;68;42,64;2899,52;Classic Cars;S18_1589;Spain;EMEA
11;59;100;7048,14;Classic Cars;S18_1589;USA;NA
1;37;100;5202,94;Classic Cars;S18_1589;Austria;EMEA
12;36;100;5279,4;Planes;S18_1662;Italy;EMEA
3;43;100;6916,12;Planes;S18_1662;Austria;EMEA
4;21;100;2781,66;Planes;S18_1662;USA;NA
7;32;100;5248;Planes;S18_1662;USA;NA
5;38;100;6531,44;Planes;S18_1662;Finland;EMEA
1;43;100;5763,72;Planes;S18_1662;Sweden;EMEA
4;42;100;6490,68;Planes;S18_1662;France;EMEA
1;32;100;6004,8;Planes;S18_1662;UK;EMEA
4;42;100;7483,98;Planes;S18_1662;Philippines;Japan
17;31;100;5719,5;Planes;S18_1662;Japan;Japan
4;49;100;6954,08;Planes;S18_1662;USA;NA
14;45;100;8160,3;Planes;S18_1662;USA;NA
9;49;100;6567,96;Planes;S18_1662;Spain;EMEA
1;41;100;6724;Planes;S18_1662;USA;NA
11;45;100;5747,85;Planes;S18_1662;Norway;EMEA
7;36;100;5676,84;Planes;S18_1662;Germany;EMEA
1;39;100;7379,97;Planes;S18_1662;USA;NA
9;27;100;3704,13;Planes;S18_1662;UK;EMEA
6;25;100;2804,75;Planes;S18_1662;Denmark;EMEA
1;41;100;5624,79;Planes;S18_1662;Belgium;EMEA
1;39;99,52;3881,28;Planes;S18_1662;UK;EMEA
4;28;57,55;1611,4;Planes;S18_1662;Finland;EMEA
7;50;54,57;2728,5;Planes;S18_1662;Spain;EMEA
11;33;100;4215,09;Planes;S18_1662;France;EMEA
1;68;100;12867,64;Planes;S18_1662;USA;NA
14;48;100;8704,32;Planes;S18_1662;Italy;EMEA
3;30;100;5151;Vintage Cars;S18_1749;USA;NA
7;42;100;6069;Vintage Cars;S18_1749;UK;EMEA
6;21;100;2856;Vintage Cars;S18_1749;USA;NA
11;34;100;5375,4;Vintage Cars;S18_1749;USA;NA
9;29;100;5176,5;Vintage Cars;S18_1749;USA;NA
13;24;100;3508,8;Vintage Cars;S18_1749;Italy;EMEA
10;44;100;7554,8;Vintage Cars;S18_1749;USA;NA
14;21;100;3141,6;Vintage Cars;S18_1749;Australia;APAC
4;33;100;5890,5;Vintage Cars;S18_1749;USA;NA
7;30;100;5967;Vintage Cars;S18_1749;Spain;EMEA
10;26;100;3712,8;Vintage Cars;S18_1749;France;EMEA
2;41;100;7597,3;Vintage Cars;S18_1749;France;EMEA
16;26;100;3668,6;Vintage Cars;S18_1749;Italy;EMEA
5;32;100;5875,2;Vintage Cars;S18_1749;Singapore;APAC
1;43;100;7310;Vintage Cars;S18_1749;UK;EMEA
17;48;100;8078,4;Vintage Cars;S18_1749;USA;NA
7;44;74,04;3257,76;Vintage Cars;S18_1749;USA;NA
1;45;100;7650;Vintage Cars;S18_1749;France;EMEA
3;74;100;9407,62;Vintage Cars;S18_1749;USA;NA
2;78;100;10799,1;Vintage Cars;S18_1749;Spain;EMEA
2;76;100;14082,8;Vintage Cars;S18_1749;USA;NA
5;37;100;5283,6;Vintage Cars;S18_1749;Australia;APAC
2;38;82,39;3130,82;Classic Cars;S18_1889;Philippines;Japan
6;43;72,38;3112,34;Classic Cars;S18_1889;France;EMEA
3;48;79,31;3806,88;Classic Cars;S18_1889;USA;NA
3;26;82,39;2142,14;Classic Cars;S18_1889;USA;NA
4;38;88,55;3364,9;Classic Cars;S18_1889;USA;NA
2;20;63,14;1262,8;Classic Cars;S18_1889;Austria;EMEA
10;22;73,92;1626,24;Classic Cars;S18_1889;Norway;EMEA
15;45;90,86;4088,7;Classic Cars;S18_1889;USA;NA
4;45;85,47;3846,15;Classic Cars;S18_1889;Spain;EMEA
14;20;66,99;1339,8;Classic Cars;S18_1889;Spain;EMEA
5;47;64,68;3039,96;Classic Cars;S18_1889;Switzerland;EMEA
4;46;73,92;3400,32;Classic Cars;S18_1889;Finland;EMEA
9;23;83,93;1930,39;Classic Cars;S18_1889;UK;EMEA
10;33;74,69;2464,77;Classic Cars;S18_1889;Italy;EMEA
10;29;90,86;2634,94;Classic Cars;S18_1889;USA;NA
8;44;82,39;3625,16;Classic Cars;S18_1889;Switzerland;EMEA
1;41;92,4;3788,4;Classic Cars;S18_1889;Germany;EMEA
6;20;91,63;1832,6;Classic Cars;S18_1889;Germany;EMEA
14;37;78,54;2905,98;Classic Cars;S18_1889;USA;NA
9;29;100;2954,81;Classic Cars;S18_1889;USA;NA
1;55;65,45;3599,75;Classic Cars;S18_1889;Australia;APAC
7;44;100;7373,08;Classic Cars;S18_1889;Finland;EMEA
4;62;67,76;4201,12;Classic Cars;S18_1889;Finland;EMEA
3;98;79,22;7763,56;Classic Cars;S18_1889;Sweden;EMEA
4;61;73,92;4509,12;Classic Cars;S18_1889;France;EMEA
9;39;83,93;3273,27;Classic Cars;S18_1889;Austria;EMEA
3;38;100;4432,7;Classic Cars;S18_1984;USA;NA
1;31;100;4100,99;Classic Cars;S18_1984;France;EMEA
1;36;100;5274,72;Classic Cars;S18_1984;France;EMEA
12;25;100;4232;Classic Cars;S18_1984;Australia;APAC
11;48;100;6145,44;Classic Cars;S18_1984;Denmark;EMEA
1;35;100;4680,2;Classic Cars;S18_1984;Canada;NA
5;21;100;3286,08;Classic Cars;S18_1984;Norway;EMEA
10;47;100;7421,3;Classic Cars;S18_1984;USA;NA
16;38;100;6432,64;Classic Cars;S18_1984;USA;NA
9;41;100;4840,87;Classic Cars;S18_1984;Spain;EMEA
7;24;100;3892,08;Classic Cars;S18_1984;USA;NA
2;37;100;5526,32;Classic Cars;S18_1984;Japan;Japan
4;33;100;4459,62;Classic Cars;S18_1984;UK;EMEA
5;49;100;6203,4;Classic Cars;S18_1984;Italy;EMEA
5;29;100;3754,05;Classic Cars;S18_1984;USA;NA
3;24;100;3516,48;Classic Cars;S18_1984;Switzerland;EMEA
7;47;100;7488,04;Classic Cars;S18_1984;Norway;EMEA
1;24;100;3448,08;Classic Cars;S18_1984;Germany;EMEA
9;25;100;3734;Classic Cars;S18_1984;USA;NA
8;30;32,47;974,1;Classic Cars;S18_1984;USA;NA
3;22;100;3160,74;Classic Cars;S18_1984;Australia;APAC
2;27;64,69;1746,63;Classic Cars;S18_1984;France;EMEA
3;68;100;8415,68;Classic Cars;S18_1984;Belgium;EMEA
6;72;100;8705,52;Classic Cars;S18_1984;Finland;EMEA
15;68;43,05;2927,4;Classic Cars;S18_1984;USA;NA
2;48;100;7169,28;Classic Cars;S18_1984;Denmark;EMEA
4;34;100;4594,76;Classic Cars;S18_1984;Austria;EMEA
8;24;100;3457,92;Classic Cars;S18_2238;Spain;EMEA
4;46;100;7381,16;Classic Cars;S18_2238;USA;NA
10;45;100;7146,9;Classic Cars;S18_2238;USA;NA
4;39;100;5938,53;Classic Cars;S18_2238;Finland;EMEA
2;43;100;7110,91;Classic Cars;S18_2238;Finland;EMEA
11;29;100;5032,95;Classic Cars;S18_2238;Singapore;Japan
10;20;100;3667,6;Classic Cars;S18_2238;Italy;EMEA
5;46;100;7381,16;Classic Cars;S18_2238;Spain;EMEA
5;27;100;5128,11;Classic Cars;S18_2238;USA;NA
6;44;100;7060,24;Classic Cars;S18_2238;USA;NA
1;43;100;8448,64;Classic Cars;S18_2238;USA;NA
8;49;100;7300,51;Classic Cars;S18_2238;Germany;EMEA
4;40;100;6549,2;Classic Cars;S18_2238;Spain;EMEA
3;30;100;5697,9;Classic Cars;S18_2238;Singapore;APAC
4;50;100;9169;Classic Cars;S18_2238;USA;NA
13;23;100;3238,63;Classic Cars;S18_2238;USA;NA
7;26;100;4554,94;Classic Cars;S18_2238;USA;NA
4;27;100;3934,44;Classic Cars;S18_2238;USA;NA
13;42;100;5776,26;Classic Cars;S18_2238;Denmark;EMEA
8;47;100;7207,45;Classic Cars;S18_2238;USA;NA
6;49;100;7460,74;Classic Cars;S18_2238;France;EMEA
8;38;100;6719,54;Classic Cars;S18_2238;USA;NA
10;20;100;2428;Classic Cars;S18_2238;Spain;EMEA
7;25;100;2602,25;Classic Cars;S18_2238;USA;NA
5;25;88;2200;Classic Cars;S18_2238;USA;NA
4;82;100;13425,86;Classic Cars;S18_2238;Spain;EMEA
3;28;100;5318,04;Classic Cars;S18_2238;France;EMEA
2;50;67,8;3390;Vintage Cars;S18_2248;USA;NA
6;32;50,25;1608;Vintage Cars;S18_2248;UK;EMEA
5;42;53,88;2262,96;Vintage Cars;S18_2248;USA;NA
10;24;62,36;1496,64;Vintage Cars;S18_2248;USA;NA
8;27;69,62;1879,74;Vintage Cars;S18_2248;USA;NA
12;26;57,51;1495,26;Vintage Cars;S18_2248;Italy;EMEA
9;38;61,15;2323,7;Vintage Cars;S18_2248;USA;NA
13;42;59,33;2491,86;Vintage Cars;S18_2248;Australia;APAC
3;23;71,44;1643,12;Vintage Cars;S18_2248;USA;NA
6;21;62,96;1322,16;Vintage Cars;S18_2248;Spain;EMEA
9;28;50,85;1423,8;Vintage Cars;S18_2248;France;EMEA
1;33;72,65;2397,45;Vintage Cars;S18_2248;France;EMEA
15;25;62,96;1574;Vintage Cars;S18_2248;Italy;EMEA
4;28;61,75;1729;Vintage Cars;S18_2248;Singapore;APAC
2;46;49,04;2255,84;Vintage Cars;S18_2248;Spain;EMEA
16;30;61,15;1834,5;Vintage Cars;S18_2248;USA;NA
9;38;84,25;3201,5;Vintage Cars;S18_2248;UK;EMEA
2;40;56,91;2276,4;Vintage Cars;S18_2248;France;EMEA
4;90;100;17769,6;Vintage Cars;S18_2248;USA;NA
1;54;49,3;2662,2;Vintage Cars;S18_2248;Spain;EMEA
1;42;72,65;3051,3;Vintage Cars;S18_2248;USA;NA
4;36;63,57;2288,52;Vintage Cars;S18_2248;Australia;APAC
12;29;100;3772,61;Trucks and Buses;S18_2319;Spain;EMEA
3;39;100;4164,42;Trucks and Buses;S18_2319;France;EMEA
14;45;100;6295,95;Trucks and Buses;S18_2319;USA;NA
8;47;100;6287,66;Trucks and Buses;S18_2319;Finland;EMEA
6;49;100;5412,54;Trucks and Buses;S18_2319;Finland;EMEA
15;46;100;5984,14;Trucks and Buses;S18_2319;Singapore;Japan
4;48;100;5891,04;Trucks and Buses;S18_2319;UK;EMEA
9;46;100;5984,14;Trucks and Buses;S18_2319;Spain;EMEA
9;35;100;3608,15;Trucks and Buses;S18_2319;USA;NA
10;43;100;5752,54;Trucks and Buses;S18_2319;USA;NA
4;26;100;3765,32;Trucks and Buses;S18_2319;USA;NA
8;22;98,18;2159,96;Trucks and Buses;S18_2319;Spain;EMEA
7;34;99,41;3379,94;Trucks and Buses;S18_2319;Singapore;APAC
8;50;100;5093,5;Trucks and Buses;S18_2319;USA;NA
4;48;100;5773,44;Trucks and Buses;S18_2319;USA;NA
11;41;100;4528,86;Trucks and Buses;S18_2319;USA;NA
8;36;100;4816,08;Trucks and Buses;S18_2319;USA;NA
2;29;100;3416,78;Trucks and Buses;S18_2319;Canada;NA
10;33;37,48;1236,84;Trucks and Buses;S18_2319;USA;NA
6;46;100;5814,86;Trucks and Buses;S18_2319;Sweden;EMEA
7;38;100;5223,48;Trucks and Buses;S18_2319;USA;NA
11;20;36,42;728,4;Trucks and Buses;S18_2319;Spain;EMEA
5;22;100;3949;Trucks and Buses;S18_2319;Australia;APAC
11;27;100;3843,99;Trucks and Buses;S18_2319;Spain;EMEA
8;112;98,18;10996,16;Trucks and Buses;S18_2319;Spain;EMEA
7;38;99,41;3777,58;Trucks and Buses;S18_2319;France;EMEA
4;25;100;3782;Vintage Cars;S18_2325;Germany;EMEA
4;33;100;3859,68;Vintage Cars;S18_2325;UK;EMEA
3;42;100;4431,84;Vintage Cars;S18_2325;USA;NA
8;33;100;4950,33;Vintage Cars;S18_2325;USA;NA
6;38;100;4299,7;Vintage Cars;S18_2325;USA;NA
10;31;100;4492,83;Vintage Cars;S18_2325;Italy;EMEA
7;20;100;2212;Vintage Cars;S18_2325;USA;NA
11;44;100;4642,88;Vintage Cars;S18_2325;Australia;APAC
1;26;100;3206,32;Vintage Cars;S18_2325;USA;NA
4;27;100;3604,23;Vintage Cars;S18_2325;Spain;EMEA
7;46;100;7017,76;Vintage Cars;S18_2325;France;EMEA
2;47;100;6154,18;Vintage Cars;S18_2325;USA;NA
13;37;100;4750,8;Vintage Cars;S18_2325;Italy;EMEA
2;31;100;3822,92;Vintage Cars;S18_2325;Singapore;APAC
17;24;100;2440,8;Vintage Cars;S18_2325;France;EMEA
14;31;100;4729,36;Vintage Cars;S18_2325;USA;NA
6;50;100;12536,5;Vintage Cars;S18_2325;USA;NA
8;35;64,69;2264,15;Vintage Cars;S18_2325;UK;EMEA
3;30;100;3928,2;Vintage Cars;S18_2325;France;EMEA
3;29;100;3630,22;Vintage Cars;S18_2325;France;EMEA
5;54;100;8392,14;Vintage Cars;S18_2325;USA;NA
10;40;100;4931,6;Vintage Cars;S18_2325;Spain;EMEA
16;62;98,99;6137,38;Vintage Cars;S18_2325;USA;NA
2;6;100;785,64;Vintage Cars;S18_2325;Singapore;APAC
2;45;100;4977;Vintage Cars;S18_2325;Australia;APAC
2;22;54,09;1189,98;Trucks and Buses;S18_2432;Norway;EMEA
6;45;68,67;3090,15;Trucks and Buses;S18_2432;France;EMEA
2;43;65,02;2795,86;Trucks and Buses;S18_2432;Spain;EMEA
2;46;61,99;2851,54;Trucks and Buses;S18_2432;USA;NA
9;39;69,28;2701,92;Trucks and Buses;S18_2432;Finland;EMEA
18;31;71,1;2204,1;Trucks and Buses;S18_2432;Singapore;Japan
7;41;69,28;2840,48;Trucks and Buses;S18_2432;UK;EMEA
12;44;60,16;2647,04;Trucks and Buses;S18_2432;Spain;EMEA
2;45;70,49;3172,05;Trucks and Buses;S18_2432;France;EMEA
13;37;69,89;2585,93;Trucks and Buses;S18_2432;USA;NA
2;35;61,38;2148,3;Trucks and Buses;S18_2432;Singapore;APAC
7;28;59,55;1667,4;Trucks and Buses;S18_2432;USA;NA
11;30;61,99;1859,7;Trucks and Buses;S18_2432;Spain;EMEA
10;30;49,22;1476,6;Trucks and Buses;S18_2432;Singapore;APAC
11;25;69,28;1732;Trucks and Buses;S18_2432;USA;NA
7;29;57,73;1674,17;Trucks and Buses;S18_2432;USA;NA
2;26;57,73;1500,98;Trucks and Buses;S18_2432;Sweden;EMEA
11;41;53,48;2192,68;Trucks and Buses;S18_2432;USA;NA
5;34;52,87;1797,58;Trucks and Buses;S18_2432;Canada;NA
11;35;61,21;2142,35;Trucks and Buses;S18_2432;USA;NA
1;34;61,38;2086,92;Trucks and Buses;S18_2432;Sweden;EMEA
8;50;100;6834,5;Trucks and Buses;S18_2432;Australia;APAC
7;41;61,99;2541,59;Trucks and Buses;S18_2432;USA;NA
7;22;96,86;2130,92;Trucks and Buses;S18_2432;Australia;APAC
7;35;48,62;1701,7;Trucks and Buses;S18_2432;USA;NA
5;88;38,5;3388;Trucks and Buses;S18_2432;Australia;APAC
11;94;61,99;5827,06;Trucks and Buses;S18_2432;Spain;EMEA
10;19;49,22;935,18;Trucks and Buses;S18_2432;France;EMEA
2;34;90,39;3073,26;Planes;S18_2581;Italy;EMEA
8;29;71,81;2082,49;Planes;S18_2581;Australia;APAC
3;49;69,27;3394,23;Planes;S18_2581;Spain;EMEA
14;30;85,32;2559,6;Planes;S18_2581;USA;NA
9;21;70,96;1490,16;Planes;S18_2581;USA;NA
7;50;76,88;3844;Planes;S18_2581;Japan;Japan
9;47;100;4724,91;Planes;S18_2581;Australia;APAC
3;24;76,03;1824,72;Planes;S18_2581;Canada;NA
4;27;98,84;2668,68;Planes;S18_2581;USA;NA
10;33;86,17;2843,61;Planes;S18_2581;USA;NA
9;35;90,39;3163,65;Planes;S18_2581;France;EMEA
1;31;71,81;2226,11;Planes;S18_2581;Norway;EMEA
4;25;82,79;2069,75;Planes;S18_2581;Ireland;EMEA
7;27;82,79;2235,33;Planes;S18_2581;USA;NA
9;31;100;3116,43;Planes;S18_2581;USA;NA
8;45;100;4781,7;Planes;S18_2581;Denmark;EMEA
2;27;100;2810,7;Planes;S18_2581;Japan;Japan
1;27;100;3515,67;Planes;S18_2581;USA;NA
2;84;69,27;5818,68;Planes;S18_2581;Australia;APAC
18;42;74,77;3140,34;Planes;S18_2581;Spain;EMEA
15;34;76,88;2613,92;Planes;S18_2581;France;EMEA
3;84;76,03;6386,52;Planes;S18_2581;USA;NA
4;30;98,84;2965,2;Planes;S18_2581;Italy;EMEA
6;29;70,87;2055,23;Motorcycles;S18_2625;USA;NA
4;46;58,15;2674,9;Motorcycles;S18_2625;Australia;APAC
6;30;61,78;1853,4;Motorcycles;S18_2625;France;EMEA
10;30;49,67;1490,1;Motorcycles;S18_2625;USA;NA
18;42;51,48;2162,16;Motorcycles;S18_2625;USA;NA
5;46;61,18;2814,28;Motorcycles;S18_2625;USA;NA
13;25;64,2;1605;Motorcycles;S18_2625;France;EMEA
5;32;65,42;2093,44;Motorcycles;S18_2625;Norway;EMEA
6;30;64,81;1944,3;Motorcycles;S18_2625;USA;NA
3;40;49,67;1986,8;Motorcycles;S18_2625;Japan;Japan
5;28;60,57;1695,96;Motorcycles;S18_2625;Australia;APAC
2;23;55,72;1281,56;Motorcycles;S18_2625;USA;NA
6;29;61,18;1774,22;Motorcycles;S18_2625;USA;NA
6;34;58,75;1997,5;Motorcycles;S18_2625;USA;NA
5;37;63,6;2353,2;Motorcycles;S18_2625;France;EMEA
10;20;49,06;981,2;Motorcycles;S18_2625;USA;NA
2;32;48,46;1550,72;Motorcycles;S18_2625;France;EMEA
3;34;52,09;1771,06;Motorcycles;S18_2625;USA;NA
5;42;52,7;2213,4;Motorcycles;S18_2625;USA;NA
12;38;100;5266,04;Motorcycles;S18_2625;USA;NA
1;30;62,16;1864,8;Motorcycles;S18_2625;Japan;Japan
3;46;49,67;2284,82;Motorcycles;S18_2625;USA;NA
4;44;53,3;2345,2;Motorcycles;S18_2625;Australia;APAC
5;78;100;13962;Motorcycles;S18_2625;Sweden;EMEA
2;110;55,72;6129,2;Motorcycles;S18_2625;France;EMEA
6;36;61,18;2202,48;Motorcycles;S18_2625;Spain;EMEA
1;26;100;3773,38;Vintage Cars;S18_2795;Germany;EMEA
1;31;100;5074,39;Vintage Cars;S18_2795;UK;EMEA
2;34;100;6483,46;Vintage Cars;S18_2795;Australia;APAC
8;41;100;7956,46;Vintage Cars;S18_2795;Australia;APAC
5;23;100;4230,62;Vintage Cars;S18_2795;USA;NA
3;48;100;7209,12;Vintage Cars;S18_2795;USA;NA
7;22;100;3452,68;Vintage Cars;S18_2795;Italy;EMEA
4;21;100;3047,73;Vintage Cars;S18_2795;USA;NA
8;22;100;3675,32;Vintage Cars;S18_2795;Australia;APAC
3;40;100;7492,4;Vintage Cars;S18_2795;Spain;EMEA
1;50;100;9534,5;Vintage Cars;S18_2795;Spain;EMEA
4;29;100;5579,02;Vintage Cars;S18_2795;France;EMEA
8;43;100;5950,34;Vintage Cars;S18_2795;Spain;EMEA
1;24;100;3726;Vintage Cars;S18_2795;France;EMEA
10;22;100;4455;Vintage Cars;S18_2795;Italy;EMEA
3;43;100;8272,34;Vintage Cars;S18_2795;Norway;EMEA
14;20;100;3577,6;Vintage Cars;S18_2795;France;EMEA
11;25;100;3881,25;Vintage Cars;S18_2795;USA;NA
2;36;100;5797,44;Vintage Cars;S18_2795;USA;NA
1;24;52,67;1264,08;Vintage Cars;S18_2795;UK;EMEA
6;21;100;4815,3;Vintage Cars;S18_2795;Australia;APAC
1;30;100;4462,2;Vintage Cars;S18_2795;France;EMEA
7;64;94,79;6066,56;Vintage Cars;S18_2795;USA;NA
8;21;47,18;990,78;Vintage Cars;S18_2795;Spain;EMEA
7;52;78,11;4061,72;Vintage Cars;S18_2795;USA;NA
1;35;100;5433,75;Vintage Cars;S18_2795;USA;NA
1;26;100;3157,44;Classic Cars;S18_2870;USA;NA
3;46;100;5161,2;Classic Cars;S18_2870;France;EMEA
3;37;100;4346,76;Classic Cars;S18_2870;France;EMEA
10;27;100;3528,36;Classic Cars;S18_2870;Australia;APAC
9;23;100;3187,8;Classic Cars;S18_2870;Denmark;EMEA
7;39;100;6023,16;Classic Cars;S18_2870;USA;NA
